model,stimulus_number,trial,utterance,acceptability_rating
anthropic/claude-3-7-sonnet-20250219:thinking,165,2,Michael cut his hair because it was too long.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,165,3,Michael cut his hair because it was too long.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,166,1,I went to the beach all summer long.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,166,2,I went to the beach all summer long.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,166,3,I went to the beach all summer long.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,167,1,I get up early every day of the week.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,167,2,I get up early every day of the week.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,167,3,I get up early every day of the week.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,168,1,She goes out dancing every weekend.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,168,2,She goes out dancing every weekend.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,168,3,She goes out dancing every weekend.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,169,1,He was called boneheaded all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,169,2,He was called boneheaded all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,169,3,He was called boneheaded all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,170,1,He was called stupid all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,170,2,He was called stupid all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,170,3,He was called stupid all the time.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,171,1,He was called snooty because he was from the US.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,171,2,He was called snooty because he was from the US.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,171,3,He was called snooty because he was from the US.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,172,1,He was called native because he was from the US.,5.0
anthropic/claude-3-7-sonnet-20250219:thinking,172,2,He was called native because he was from the US.,5.0
anthropic/claude-3-7-sonnet-20250219:thinking,172,3,He was called native because he was from the US.,5.0
anthropic/claude-3-7-sonnet-20250219:thinking,173,1,My mom bought crackers for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,173,2,My mom bought crackers for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,173,3,My mom bought crackers for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,174,1,My mom bought fruit for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,174,2,My mom bought fruit for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,174,3,My mom bought fruit for the party.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,175,1,I have been craving seltzer since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,175,2,I have been craving seltzer since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,175,3,I have been craving seltzer since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,176,1,I have been craving coffee since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,176,2,I have been craving coffee since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,176,3,I have been craving coffee since this morning.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,177,1,My grandma made me biscuits for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,177,2,My grandma made me biscuits for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,177,3,My grandma made me biscuits for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,178,1,My grandma made me pancakes for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,178,2,My grandma made me pancakes for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,178,3,My grandma made me pancakes for breakfast.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,179,1,He is going to serve us clam chowder for dinner tomorrow.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,179,2,He is going to serve us clam chowder for dinner tomorrow.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,179,3,He is going to serve us clam chowder for dinner tomorrow.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,180,1,He is going to serve us soup for dinner tomorrow.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,180,2,He is going to serve us soup for dinner tomorrow.,7.0
anthropic/claude-3-7-sonnet-20250219:thinking,180,3,He is going to serve us soup for dinner tomorrow.,7.0
deepseek/deepseek-chat-v3-0324,79,1,He was called naco todo el tiempo.,3.0
deepseek/deepseek-chat-v3-0324,79,2,He was called naco todo el tiempo.,5.0
deepseek/deepseek-chat-v3-0324,79,3,He was called naco todo el tiempo.,4.0
deepseek/deepseek-chat-v3-0324,80,1,He was called estúpido todo el tiempo.,5.0
deepseek/deepseek-chat-v3-0324,80,2,He was called estúpido todo el tiempo.,4.0
deepseek/deepseek-chat-v3-0324,80,3,He was called estúpido todo el tiempo.,4.0
deepseek/deepseek-chat-v3-0324,81,1,Le llamaba boneheaded all the time.,3.0
deepseek/deepseek-chat-v3-0324,81,2,Le llamaba boneheaded all the time.,4.0
deepseek/deepseek-chat-v3-0324,81,3,Le llamaba boneheaded all the time.,3.0
deepseek/deepseek-chat-v3-0324,82,1,Le llamaba stupid all the time.,3.0
deepseek/deepseek-chat-v3-0324,82,2,Le llamaba stupid all the time.,3.0
deepseek/deepseek-chat-v3-0324,82,3,Le llamaba stupid all the time.,3.0
deepseek/deepseek-chat-v3-0324,83,1,He was called chicano porque era mexicano.,6.0
deepseek/deepseek-chat-v3-0324,83,2,He was called chicano porque era mexicano.,5.0
deepseek/deepseek-chat-v3-0324,83,3,He was called chicano porque era mexicano.,5.0
deepseek/deepseek-chat-v3-0324,84,1,He was called nativo porque era mexicano.,3.0
deepseek/deepseek-chat-v3-0324,84,2,He was called nativo porque era mexicano.,3.0
deepseek/deepseek-chat-v3-0324,84,3,He was called nativo porque era mexicano.,5.0
deepseek/deepseek-chat-v3-0324,85,1,Le llamaba snooty because he was from the US.,3.0
deepseek/deepseek-chat-v3-0324,85,2,Le llamaba snooty because he was from the US.,4.0
deepseek/deepseek-chat-v3-0324,85,3,Le llamaba snooty because he was from the US.,3.0
deepseek/deepseek-chat-v3-0324,86,1,Le llamaba native because he was from the US.,3.0
deepseek/deepseek-chat-v3-0324,86,2,Le llamaba native because he was from the US.,3.0
deepseek/deepseek-chat-v3-0324,86,3,Le llamaba native because he was from the US.,3.0
deepseek/deepseek-chat-v3-0324,87,1,My mom bought nopales para la fiesta.,6.0
deepseek/deepseek-chat-v3-0324,87,2,My mom bought nopales para la fiesta.,6.0
deepseek/deepseek-chat-v3-0324,87,3,My mom bought nopales para la fiesta.,6.0
deepseek/deepseek-chat-v3-0324,88,1,My mom bought fruta para la fiesta.,5.0
deepseek/deepseek-chat-v3-0324,88,2,My mom bought fruta para la fiesta.,6.0
deepseek/deepseek-chat-v3-0324,88,3,My mom bought fruta para la fiesta.,5.0
deepseek/deepseek-chat-v3-0324,89,1,Mi mamá compró crackers for the party.,5.0
deepseek/deepseek-chat-v3-0324,89,2,Mi mamá compró crackers for the party.,4.0
deepseek/deepseek-chat-v3-0324,89,3,Mi mamá compró crackers for the party.,4.0
deepseek/deepseek-chat-v3-0324,90,1,Mi mamá compró fruit for the party.,4.0
deepseek/deepseek-chat-v3-0324,90,2,Mi mamá compró fruit for the party.,4.0
deepseek/deepseek-chat-v3-0324,90,3,Mi mamá compró fruit for the party.,4.0
deepseek/deepseek-chat-v3-0324,91,1,I have been craving champurrado desde la mañana.,6.0
deepseek/deepseek-chat-v3-0324,91,2,I have been craving champurrado desde la mañana.,6.0
deepseek/deepseek-chat-v3-0324,91,3,I have been craving champurrado desde la mañana.,6.0
deepseek/deepseek-chat-v3-0324,92,1,I have been craving café desde la mañana.,4.0
deepseek/deepseek-chat-v3-0324,92,2,I have been craving café desde la mañana.,4.0
deepseek/deepseek-chat-v3-0324,92,3,I have been craving café desde la mañana.,5.0
deepseek/deepseek-chat-v3-0324,93,1,He tenido antojo de seltzer since this morning.,3.0
deepseek/deepseek-chat-v3-0324,93,2,He tenido antojo de seltzer since this morning.,4.0
deepseek/deepseek-chat-v3-0324,93,3,He tenido antojo de seltzer since this morning.,3.0
deepseek/deepseek-chat-v3-0324,94,1,He tenido antojo de coffee since this morning.,3.0
deepseek/deepseek-chat-v3-0324,94,2,He tenido antojo de coffee since this morning.,3.0
deepseek/deepseek-chat-v3-0324,94,3,He tenido antojo de coffee since this morning.,3.0
deepseek/deepseek-chat-v3-0324,95,1,My grandma made me atole para el desayuno.,6.0
deepseek/deepseek-chat-v3-0324,95,2,My grandma made me atole para el desayuno.,6.0
deepseek/deepseek-chat-v3-0324,95,3,My grandma made me atole para el desayuno.,6.0
deepseek/deepseek-chat-v3-0324,96,1,My grandma made me panqueques para el desayuno.,6.0
deepseek/deepseek-chat-v3-0324,96,2,My grandma made me panqueques para el desayuno.,6.0
deepseek/deepseek-chat-v3-0324,96,3,My grandma made me panqueques para el desayuno.,5.0
deepseek/deepseek-chat-v3-0324,97,1,Mi abuela me hizo biscuits for breakfast.,4.0
deepseek/deepseek-chat-v3-0324,97,2,Mi abuela me hizo biscuits for breakfast.,4.0
deepseek/deepseek-chat-v3-0324,97,3,Mi abuela me hizo biscuits for breakfast.,4.0
deepseek/deepseek-chat-v3-0324,98,1,Mi abuela me hizo pancakes for breakfast.,6.0
deepseek/deepseek-chat-v3-0324,98,2,Mi abuela me hizo pancakes for breakfast.,5.0
deepseek/deepseek-chat-v3-0324,98,3,Mi abuela me hizo pancakes for breakfast.,5.0
deepseek/deepseek-chat-v3-0324,99,1,He is going to serve us pozole para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,99,2,He is going to serve us pozole para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,99,3,He is going to serve us pozole para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,100,1,He is going to serve us sopa para la cena mañana.,5.0
deepseek/deepseek-chat-v3-0324,100,2,He is going to serve us sopa para la cena mañana.,5.0
deepseek/deepseek-chat-v3-0324,100,3,He is going to serve us sopa para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,101,1,Nos va a servir clam chowder for dinner tomorrow.,3.0
deepseek/deepseek-chat-v3-0324,101,2,Nos va a servir clam chowder for dinner tomorrow.,3.0
deepseek/deepseek-chat-v3-0324,101,3,Nos va a servir clam chowder for dinner tomorrow.,3.0
deepseek/deepseek-chat-v3-0324,102,1,Nos va a servir soup for dinner tomorrow.,3.0
deepseek/deepseek-chat-v3-0324,102,2,Nos va a servir soup for dinner tomorrow.,4.0
deepseek/deepseek-chat-v3-0324,102,3,Nos va a servir soup for dinner tomorrow.,3.0
deepseek/deepseek-chat-v3-0324,103,1,Qué hombre está bailando Araceli con?,2.0
deepseek/deepseek-chat-v3-0324,103,2,Qué hombre está bailando Araceli con?,3.0
deepseek/deepseek-chat-v3-0324,103,3,Qué hombre está bailando Araceli con?,3.0
deepseek/deepseek-chat-v3-0324,104,1,Qué curso se está cansando Candela de?,4.0
deepseek/deepseek-chat-v3-0324,104,2,Qué curso se está cansando Candela de?,3.0
deepseek/deepseek-chat-v3-0324,104,3,Qué curso se está cansando Candela de?,3.0
deepseek/deepseek-chat-v3-0324,105,1,Qué libro está haciendo referencia Diego a?,3.0
deepseek/deepseek-chat-v3-0324,105,2,Qué libro está haciendo referencia Diego a?,3.0
deepseek/deepseek-chat-v3-0324,105,3,Qué libro está haciendo referencia Diego a?,3.0
deepseek/deepseek-chat-v3-0324,106,1,Elisa no sabe qué amigo Fernando está trabajando con.,3.0
deepseek/deepseek-chat-v3-0324,106,2,Elisa no sabe qué amigo Fernando está trabajando con.,4.0
deepseek/deepseek-chat-v3-0324,106,3,Elisa no sabe qué amigo Fernando está trabajando con.,3.0
deepseek/deepseek-chat-v3-0324,107,1,Julieta no sabe qué avión Leonel está saltando de.,3.0
deepseek/deepseek-chat-v3-0324,107,2,Julieta no sabe qué avión Leonel está saltando de.,3.0
deepseek/deepseek-chat-v3-0324,107,3,Julieta no sabe qué avión Leonel está saltando de.,4.0
deepseek/deepseek-chat-v3-0324,108,1,Matías no sabe qué país Natalia está viajando a.,3.0
deepseek/deepseek-chat-v3-0324,108,2,Matías no sabe qué país Natalia está viajando a.,3.0
deepseek/deepseek-chat-v3-0324,108,3,Matías no sabe qué país Natalia está viajando a.,3.0
deepseek/deepseek-chat-v3-0324,109,1,United es la compañía que Roberta está volando con.,3.0
deepseek/deepseek-chat-v3-0324,109,2,United es la compañía que Roberta está volando con.,3.0
deepseek/deepseek-chat-v3-0324,109,3,United es la compañía que Roberta está volando con.,4.0
deepseek/deepseek-chat-v3-0324,110,1,Ese Lamborghini es el coche que Teresa está saliendo de.,3.0
deepseek/deepseek-chat-v3-0324,110,2,Ese Lamborghini es el coche que Teresa está saliendo de.,2.0
deepseek/deepseek-chat-v3-0324,110,3,Ese Lamborghini es el coche que Teresa está saliendo de.,3.0
deepseek/deepseek-chat-v3-0324,111,1,Villa del Carbón es el pueblo que Víctor se está mudando a.,5.0
deepseek/deepseek-chat-v3-0324,111,2,Villa del Carbón es el pueblo que Víctor se está mudando a.,4.0
deepseek/deepseek-chat-v3-0324,111,3,Villa del Carbón es el pueblo que Víctor se está mudando a.,4.0
deepseek/deepseek-chat-v3-0324,112,1,Con qué hombre está bailando Araceli?,6.0
deepseek/deepseek-chat-v3-0324,112,2,Con qué hombre está bailando Araceli?,5.0
deepseek/deepseek-chat-v3-0324,112,3,Con qué hombre está bailando Araceli?,6.0
deepseek/deepseek-chat-v3-0324,113,1,De qué curso se está cansando Candela?,5.0
deepseek/deepseek-chat-v3-0324,113,2,De qué curso se está cansando Candela?,5.0
deepseek/deepseek-chat-v3-0324,113,3,De qué curso se está cansando Candela?,6.0
deepseek/deepseek-chat-v3-0324,114,1,A qué libro está haciendo referencia Diego?,6.0
deepseek/deepseek-chat-v3-0324,114,2,A qué libro está haciendo referencia Diego?,6.0
deepseek/deepseek-chat-v3-0324,114,3,A qué libro está haciendo referencia Diego?,5.0
deepseek/deepseek-chat-v3-0324,115,1,Elisa no sabe con qué amigo Fernando está trabajando.,6.0
deepseek/deepseek-chat-v3-0324,115,2,Elisa no sabe con qué amigo Fernando está trabajando.,7.0
deepseek/deepseek-chat-v3-0324,115,3,Elisa no sabe con qué amigo Fernando está trabajando.,6.0
deepseek/deepseek-chat-v3-0324,116,1,Julieta no sabe de qué avión Leonel está saltando.,5.0
deepseek/deepseek-chat-v3-0324,116,2,Julieta no sabe de qué avión Leonel está saltando.,3.0
deepseek/deepseek-chat-v3-0324,116,3,Julieta no sabe de qué avión Leonel está saltando.,4.0
deepseek/deepseek-chat-v3-0324,117,1,Matías no sabe a qué país Natalia está viajando.,6.0
deepseek/deepseek-chat-v3-0324,117,2,Matías no sabe a qué país Natalia está viajando.,6.0
deepseek/deepseek-chat-v3-0324,117,3,Matías no sabe a qué país Natalia está viajando.,6.0
deepseek/deepseek-chat-v3-0324,118,1,United es la compañía con la que Roberta está volando.,6.0
deepseek/deepseek-chat-v3-0324,118,2,United es la compañía con la que Roberta está volando.,6.0
deepseek/deepseek-chat-v3-0324,118,3,United es la compañía con la que Roberta está volando.,7.0
deepseek/deepseek-chat-v3-0324,119,1,Ese Lamborghini es el coche del que Teresa está saliendo.,4.0
deepseek/deepseek-chat-v3-0324,119,2,Ese Lamborghini es el coche del que Teresa está saliendo.,3.0
deepseek/deepseek-chat-v3-0324,119,3,Ese Lamborghini es el coche del que Teresa está saliendo.,4.0
deepseek/deepseek-chat-v3-0324,120,1,Villa del Carbón es el pueblo al que Víctor se está mudando.,6.0
deepseek/deepseek-chat-v3-0324,120,2,Villa del Carbón es el pueblo al que Víctor se está mudando.,6.0
deepseek/deepseek-chat-v3-0324,120,3,Villa del Carbón es el pueblo al que Víctor se está mudando.,7.0
deepseek/deepseek-chat-v3-0324,121,1,Yo fui a la fiesta con mi amigo.,7.0
deepseek/deepseek-chat-v3-0324,121,2,Yo fui a la fiesta con mi amigo.,7.0
deepseek/deepseek-chat-v3-0324,121,3,Yo fui a la fiesta con mi amigo.,6.0
deepseek/deepseek-chat-v3-0324,122,1,La mujer abrió la puerta con sus llaves.,7.0
deepseek/deepseek-chat-v3-0324,122,2,La mujer abrió la puerta con sus llaves.,7.0
deepseek/deepseek-chat-v3-0324,122,3,La mujer abrió la puerta con sus llaves.,7.0
deepseek/deepseek-chat-v3-0324,123,1,Pedro salío a comer para su cumple.,5.0
deepseek/deepseek-chat-v3-0324,123,2,Pedro salío a comer para su cumple.,6.0
deepseek/deepseek-chat-v3-0324,123,3,Pedro salío a comer para su cumple.,5.0
deepseek/deepseek-chat-v3-0324,124,1,Pedro llegó tarde porque hubo tráfico.,7.0
deepseek/deepseek-chat-v3-0324,124,2,Pedro llegó tarde porque hubo tráfico.,6.0
deepseek/deepseek-chat-v3-0324,124,3,Pedro llegó tarde porque hubo tráfico.,7.0
deepseek/deepseek-chat-v3-0324,125,1,José salió temprano porque se fue al trabajo.,7.0
deepseek/deepseek-chat-v3-0324,125,2,José salió temprano porque se fue al trabajo.,6.0
deepseek/deepseek-chat-v3-0324,125,3,José salió temprano porque se fue al trabajo.,7.0
deepseek/deepseek-chat-v3-0324,126,1,Miguel se cortó el pelo porque estaba muy largo.,7.0
deepseek/deepseek-chat-v3-0324,126,2,Miguel se cortó el pelo porque estaba muy largo.,7.0
deepseek/deepseek-chat-v3-0324,126,3,Miguel se cortó el pelo porque estaba muy largo.,7.0
deepseek/deepseek-chat-v3-0324,127,1,Yo fui a la playa todo el verano.,6.0
deepseek/deepseek-chat-v3-0324,127,2,Yo fui a la playa todo el verano.,6.0
deepseek/deepseek-chat-v3-0324,127,3,Yo fui a la playa todo el verano.,6.0
deepseek/deepseek-chat-v3-0324,128,1,Yo me levanto temprano todos los días de la semana.,7.0
deepseek/deepseek-chat-v3-0324,128,2,Yo me levanto temprano todos los días de la semana.,7.0
deepseek/deepseek-chat-v3-0324,128,3,Yo me levanto temprano todos los días de la semana.,7.0
deepseek/deepseek-chat-v3-0324,129,1,Ella sale a bailar cada fin de semana.,7.0
deepseek/deepseek-chat-v3-0324,129,2,Ella sale a bailar cada fin de semana.,7.0
deepseek/deepseek-chat-v3-0324,129,3,Ella sale a bailar cada fin de semana.,7.0
deepseek/deepseek-chat-v3-0324,130,1,Le llamaba naco todo el tiempo.,4.0
deepseek/deepseek-chat-v3-0324,130,2,Le llamaba naco todo el tiempo.,3.0
deepseek/deepseek-chat-v3-0324,130,3,Le llamaba naco todo el tiempo.,3.0
deepseek/deepseek-chat-v3-0324,131,1,Le llamaba estúpido todo el tiempo.,5.0
deepseek/deepseek-chat-v3-0324,131,2,Le llamaba estúpido todo el tiempo.,6.0
deepseek/deepseek-chat-v3-0324,131,3,Le llamaba estúpido todo el tiempo.,3.0
deepseek/deepseek-chat-v3-0324,132,1,Le llamaba chicano porque era mexicano.,6.0
deepseek/deepseek-chat-v3-0324,132,2,Le llamaba chicano porque era mexicano.,4.0
deepseek/deepseek-chat-v3-0324,132,3,Le llamaba chicano porque era mexicano.,6.0
deepseek/deepseek-chat-v3-0324,133,1,Le llamaba nativo porque era mexicano.,3.0
deepseek/deepseek-chat-v3-0324,133,2,Le llamaba nativo porque era mexicano.,3.0
deepseek/deepseek-chat-v3-0324,133,3,Le llamaba nativo porque era mexicano.,5.0
deepseek/deepseek-chat-v3-0324,134,1,Mi mamá compró nopales para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,134,2,Mi mamá compró nopales para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,134,3,Mi mamá compró nopales para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,135,1,Mi mamá compró fruta para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,135,2,Mi mamá compró fruta para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,135,3,Mi mamá compró fruta para la fiesta.,7.0
deepseek/deepseek-chat-v3-0324,136,1,He tenido antojo de champurrado desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,136,2,He tenido antojo de champurrado desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,136,3,He tenido antojo de champurrado desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,137,1,He tenido antojo de café desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,137,2,He tenido antojo de café desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,137,3,He tenido antojo de café desde la mañana.,7.0
deepseek/deepseek-chat-v3-0324,138,1,Mi abuela me hizo atole para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,138,2,Mi abuela me hizo atole para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,138,3,Mi abuela me hizo atole para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,139,1,Mi abuela me hizo panqueques para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,139,2,Mi abuela me hizo panqueques para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,139,3,Mi abuela me hizo panqueques para el desayuno.,7.0
deepseek/deepseek-chat-v3-0324,140,1,Nos va a servir pozole para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,140,2,Nos va a servir pozole para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,140,3,Nos va a servir pozole para la cena mañana.,7.0
deepseek/deepseek-chat-v3-0324,141,1,Nos va a servir sopa para la cena mañana.,6.0
deepseek/deepseek-chat-v3-0324,141,2,Nos va a servir sopa para la cena mañana.,5.0
deepseek/deepseek-chat-v3-0324,141,3,Nos va a servir sopa para la cena mañana.,4.0
deepseek/deepseek-chat-v3-0324,142,1,What guy is Ashley dancing with?,6.0
deepseek/deepseek-chat-v3-0324,142,2,What guy is Ashley dancing with?,6.0
deepseek/deepseek-chat-v3-0324,142,3,What guy is Ashley dancing with?,5.0
deepseek/deepseek-chat-v3-0324,143,1,What class is Charlotte getting tired of?,6.0
deepseek/deepseek-chat-v3-0324,143,2,What class is Charlotte getting tired of?,5.0
deepseek/deepseek-chat-v3-0324,143,3,What class is Charlotte getting tired of?,5.0
deepseek/deepseek-chat-v3-0324,144,1,What book is Dylan referring to?,6.0
deepseek/deepseek-chat-v3-0324,144,2,What book is Dylan referring to?,6.0
deepseek/deepseek-chat-v3-0324,144,3,What book is Dylan referring to?,7.0
deepseek/deepseek-chat-v3-0324,145,1,Emily doesn't know what friend Frank is working with.,5.0
deepseek/deepseek-chat-v3-0324,145,2,Emily doesn't know what friend Frank is working with.,5.0
deepseek/deepseek-chat-v3-0324,145,3,Emily doesn't know what friend Frank is working with.,5.0
deepseek/deepseek-chat-v3-0324,146,1,Jessica doesn't know what plane Lance is jumping out of.,7.0
deepseek/deepseek-chat-v3-0324,146,2,Jessica doesn't know what plane Lance is jumping out of.,7.0
deepseek/deepseek-chat-v3-0324,146,3,Jessica doesn't know what plane Lance is jumping out of.,6.0
deepseek/deepseek-chat-v3-0324,147,1,Mason doesn't know what country Nancy is traveling to.,6.0
deepseek/deepseek-chat-v3-0324,147,2,Mason doesn't know what country Nancy is traveling to.,6.0
deepseek/deepseek-chat-v3-0324,147,3,Mason doesn't know what country Nancy is traveling to.,6.0
deepseek/deepseek-chat-v3-0324,148,1,United is the company Ruby is flying with.,5.0
deepseek/deepseek-chat-v3-0324,148,2,United is the company Ruby is flying with.,5.0
deepseek/deepseek-chat-v3-0324,148,3,United is the company Ruby is flying with.,6.0
deepseek/deepseek-chat-v3-0324,149,1,That Lamborghini is the car Tiffany is getting out of.,5.0
deepseek/deepseek-chat-v3-0324,149,2,That Lamborghini is the car Tiffany is getting out of.,5.0
deepseek/deepseek-chat-v3-0324,149,3,That Lamborghini is the car Tiffany is getting out of.,5.0
deepseek/deepseek-chat-v3-0324,150,1,Warrenville is the town Vern is moving to.,6.0
deepseek/deepseek-chat-v3-0324,150,2,Warrenville is the town Vern is moving to.,5.0
deepseek/deepseek-chat-v3-0324,150,3,Warrenville is the town Vern is moving to.,6.0
deepseek/deepseek-chat-v3-0324,151,1,With what guy is Ashley dancing?,5.0
deepseek/deepseek-chat-v3-0324,151,2,With what guy is Ashley dancing?,4.0
deepseek/deepseek-chat-v3-0324,151,3,With what guy is Ashley dancing?,3.0
deepseek/deepseek-chat-v3-0324,152,1,Of what class is Charlotte getting tired?,4.0
deepseek/deepseek-chat-v3-0324,152,2,Of what class is Charlotte getting tired?,4.0
deepseek/deepseek-chat-v3-0324,152,3,Of what class is Charlotte getting tired?,3.0
deepseek/deepseek-chat-v3-0324,153,1,To what book is Dylan referring?,6.0
deepseek/deepseek-chat-v3-0324,153,2,To what book is Dylan referring?,6.0
deepseek/deepseek-chat-v3-0324,153,3,To what book is Dylan referring?,6.0
deepseek/deepseek-chat-v3-0324,154,1,Emily doesn't know with what friend Frank is working.,4.0
deepseek/deepseek-chat-v3-0324,154,2,Emily doesn't know with what friend Frank is working.,4.0
deepseek/deepseek-chat-v3-0324,154,3,Emily doesn't know with what friend Frank is working.,4.0
deepseek/deepseek-chat-v3-0324,155,1,Jessica doesn't know of what plane Lance is jumping out.,3.0
deepseek/deepseek-chat-v3-0324,155,2,Jessica doesn't know of what plane Lance is jumping out.,3.0
deepseek/deepseek-chat-v3-0324,155,3,Jessica doesn't know of what plane Lance is jumping out.,3.0
deepseek/deepseek-chat-v3-0324,156,1,Mason doesn't know to what country Nancy is traveling.,6.0
deepseek/deepseek-chat-v3-0324,156,2,Mason doesn't know to what country Nancy is traveling.,5.0
deepseek/deepseek-chat-v3-0324,156,3,Mason doesn't know to what country Nancy is traveling.,6.0
deepseek/deepseek-chat-v3-0324,157,1,United is the company with which Ruby is flying.,6.0
deepseek/deepseek-chat-v3-0324,157,2,United is the company with which Ruby is flying.,6.0
deepseek/deepseek-chat-v3-0324,157,3,United is the company with which Ruby is flying.,5.0
deepseek/deepseek-chat-v3-0324,158,1,That Lamborghini is the car of which Tiffany is getting out.,3.0
deepseek/deepseek-chat-v3-0324,158,2,That Lamborghini is the car of which Tiffany is getting out.,4.0
deepseek/deepseek-chat-v3-0324,158,3,That Lamborghini is the car of which Tiffany is getting out.,3.0
deepseek/deepseek-chat-v3-0324,159,1,Warrenville is the town to which Vern is moving.,6.0
deepseek/deepseek-chat-v3-0324,159,2,Warrenville is the town to which Vern is moving.,6.0
deepseek/deepseek-chat-v3-0324,159,3,Warrenville is the town to which Vern is moving.,6.0
deepseek/deepseek-chat-v3-0324,160,1,I went to the party with my friend.,6.0
deepseek/deepseek-chat-v3-0324,160,2,I went to the party with my friend.,7.0
deepseek/deepseek-chat-v3-0324,160,3,I went to the party with my friend.,7.0
deepseek/deepseek-chat-v3-0324,161,1,The woman opened the door with her keys.,7.0
deepseek/deepseek-chat-v3-0324,161,2,The woman opened the door with her keys.,7.0
deepseek/deepseek-chat-v3-0324,161,3,The woman opened the door with her keys.,6.0
deepseek/deepseek-chat-v3-0324,162,1,Peter went out to eat for his birthday.,7.0
deepseek/deepseek-chat-v3-0324,162,2,Peter went out to eat for his birthday.,7.0
deepseek/deepseek-chat-v3-0324,162,3,Peter went out to eat for his birthday.,7.0
deepseek/deepseek-chat-v3-0324,163,1,Peter arrived late because of traffic.,6.0
deepseek/deepseek-chat-v3-0324,163,2,Peter arrived late because of traffic.,6.0
deepseek/deepseek-chat-v3-0324,163,3,Peter arrived late because of traffic.,6.0
deepseek/deepseek-chat-v3-0324,164,1,Joey left early because he went to work.,6.0
deepseek/deepseek-chat-v3-0324,164,2,Joey left early because he went to work.,5.0
deepseek/deepseek-chat-v3-0324,164,3,Joey left early because he went to work.,6.0
deepseek/deepseek-chat-v3-0324,165,1,Michael cut his hair because it was too long.,7.0
